ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
ENSG00000219993	347	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000234115	1241	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000261189	888	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000096696	10093	1	1	0	0	0.0990785693054592	3.74814894853065	1	1	0	0	0.0990785693054592	3.74814894853065
ENSG00000168566	5836	10	10	0	0	1.71350239890336	64.8219111335159	10	10	0	0	1.71350239890336	64.8219111335159
ENSG00000236512	457	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000153162	2780	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000239264	4701	5	5	0	0	1.06360348861944	40.2361915948946	5	5	0	0	1.06360348861944	40.2361915948946
ENSG00000259040	3030	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217746	893	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219294	1696	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000188428	3315	6	6	0	0	1.80995475113122	68.4707101131581	6	6	0	0	1.80995475113122	68.4707101131581
ENSG00000265818	768	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124802	2107	2	2	0	0	0.94921689606075	35.9089390958898	2	2	0	0	0.94921689606075	35.9089390958898
ENSG00000232234	400	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000234763	746	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124786	2887	10	10	0	0	3.46380325597506	131.035910417457	10	10	0	0	3.46380325597506	131.035910417457
ENSG00000251164	556	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000230939	489	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000225775	661	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000181355	4783	1	1	0	0	0.209073803052478	7.90927604798659	1	1	0	0	0.209073803052478	7.90927604798659
ENSG00000216368	802	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229765	482	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000221583	126	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216781	675	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137203	8245	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229950	1692	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000228478	539	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000183674	1895	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229401	860	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000263705	78	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000238076	636	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000231056	256	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000111846	9052	8	8	0	0	0.883782589482987	33.4335548718691	8	8	0	0	0.883782589482987	33.4335548718691
ENSG00000237685	1475	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216359	692	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217181	479	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000205318	1176	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137434	884	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000201048	111	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000111845	1800	10	10	0	0	5.55555555555556	210.167040763999	10	10	0	0	5.55555555555556	210.167040763999
ENSG00000111843	1321	26	26	0	0	19.6820590461771	744.573619057923	26	26	0	0	19.6820590461771	744.573619057923
ENSG00000272097	1471	1	1	0	0	0.679809653297077	25.7172449609244	1	1	0	0	0.679809653297077	25.7172449609244
ENSG00000137210	4815	19	19	0	0	3.9460020768432	149.277524280971	19	19	0	0	3.9460020768432	149.277524280971
ENSG00000153157	4188	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272162	1589	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000222383	136	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000111837	4378	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124827	2441	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235051	666	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197977	3997	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000230314	1587	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000238896	99	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224531	4686	3	3	0	0	0.640204865556978	24.2189931738283	3	3	0	0	0.640204865556978	24.2189931738283
ENSG00000244476	3242	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000271245	222	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000247925	704	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000111859	10359	10	10	0	0	0.965344145187759	36.5190340163335	8	8	0	0	0.772275316150208	29.2152272130668
ENSG00000233656	699	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000242753	686	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000202313	163	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218020	2275	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000205269	8426	8	7	0.125	1	0.94944220270591	35.9174624614478	8	7	0.125	1	0.94944220270591	35.9174624614478
ENSG00000271897	430	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000207419	142	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000111863	4150	2	2	0	0	0.481927710843373	18.2313577530216	2	2	0	0	0.481927710843373	18.2313577530216
ENSG00000234427	554	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000215124	1345	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000225102	276	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229896	855	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000095951	10975	12	11	0.0833333333333333	1	1.09339407744875	41.3631715763315	12	11	0.0833333333333333	1	1.09339407744875	41.3631715763315
ENSG00000078401	2033	2	2	0	0	0.983767830791933	37.2160032833447	2	2	0	0	0.983767830791933	37.2160032833447
ENSG00000218893	140	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000223321	296	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000212802	665	25	23	0.08	2	37.593984962406	1422.18298261353	1	1	0	0	1.50375939849624	56.8873193045411
ENSG00000234015	894	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112137	8489	2	1	0.5	1	0.235599010484156	8.91272643126867	2	1	0.5	1	0.235599010484156	8.91272643126867
ENSG00000223291	97	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000206702	164	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000215022	3115	1	1	0	0	0.321027287319422	12.1444838964751	1	1	0	0	0.321027287319422	12.1444838964751
ENSG00000145979	8300	9	9	0	0	1.08433734939759	41.0205549442986	9	9	0	0	1.08433734939759	41.0205549442986
ENSG00000272379	473	2	2	0	0	4.22832980972516	159.958001427145	2	2	0	0	4.22832980972516	159.958001427145
ENSG00000145990	10686	7	6	0.142857142857143	1	0.655062698858319	24.7810660081077	7	6	0.142857142857143	1	0.655062698858319	24.7810660081077
ENSG00000187461	1523	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000237786	332	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218265	780	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000202351	310	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124523	5368	6	5	0.166666666666667	1	1.1177347242921	42.2839798854544	6	5	0.166666666666667	1	1.1177347242921	42.2839798854544
ENSG00000261071	1045	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000225921	1865	2	2	0	0	1.07238605898123	40.5684368230776	2	2	0	0	1.07238605898123	40.5684368230776
ENSG00000268059	704	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000010017	3480	18	18	0	0	5.17241379310345	195.67276209062	18	18	0	0	5.17241379310345	195.67276209062
ENSG00000252966	62	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000050393	6057	7	6	0.142857142857143	1	1.15568763414231	43.7197410207428	7	6	0.142857142857143	1	1.15568763414231	43.7197410207428
ENSG00000233075	252	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272209	1143	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000180537	4090	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000220868	572	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233981	386	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112149	2471	65	61	0.0615384615384615	4	26.3051396195872	995.125203131846	65	61	0.0615384615384615	4	26.3051396195872	995.125203131846
ENSG00000238987	62	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000230631	470	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000226673	3152	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000237346	489	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000234540	405	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229646	146	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000206960	104	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000234261	1017	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216754	869	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000242989	252	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000264687	101	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000271888	1078	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000008083	6490	6	5	0.166666666666667	1	0.924499229583975	34.973868108647	6	5	0.166666666666667	1	0.924499229583975	34.973868108647
ENSG00000235488	455	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000201367	107	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000201519	106	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000047579	3078	3	3	0	0	0.974658869395711	36.8714106603507	3	3	0	0	0.974658869395711	36.8714106603507
ENSG00000214027	534	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000232947	845	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217585	972	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000007944	3033	6	6	0	0	1.9782393669634	74.8369284619582	6	6	0	0	1.9782393669634	74.8369284619582
ENSG00000263712	69	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000251793	159	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218073	486	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217078	386	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216364	426	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000251831	107	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000207193	100	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137198	2232	4	4	0	0	1.7921146953405	67.7958196012901	4	4	0	0	1.7921146953405	67.7958196012901
ENSG00000124788	16487	8	8	0	0	0.485230787893492	18.3563133802486	8	8	0	0	0.485230787893492	18.3563133802486
ENSG00000265642	80	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229931	698	1	1	0	0	1.43266475644699	54.1978042084812	1	1	0	0	1.43266475644699	54.1978042084812
ENSG00000272341	2538	2	2	0	0	0.788022064617809	29.8109277679432	2	2	0	0	0.788022064617809	29.8109277679432
ENSG00000230873	2882	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112183	3444	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219314	754	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112186	3637	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000184612	754	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218359	272	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137414	4677	2	2	0	0	0.42762454564892	16.177065357075	2	2	0	0	0.42762454564892	16.177065357075
ENSG00000124789	5618	49	48	0.0204081632653061	1	8.72196511213955	329.952527507738	49	48	0.0204081632653061	1	8.72196511213955	329.952527507738
ENSG00000206881	102	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272269	1088	1	1	0	0	0.919117647058823	34.7702824793381	1	1	0	0	0.919117647058823	34.7702824793381
ENSG00000201415	118	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000201442	102	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137177	11016	1	1	0	0	0.0907770515613653	3.43410197326796	1	1	0	0	0.0907770515613653	3.43410197326796
ENSG00000203518	225	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000220920	359	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000187566	2134	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137364	3181	6	5	0.166666666666667	1	1.88619930839359	71.3550468485128	6	5	0.166666666666667	1	1.88619930839359	71.3550468485128
ENSG00000165097	4633	8	8	0	0	1.72674293114613	65.3228013598444	8	8	0	0	1.72674293114613	65.3228013598444
ENSG00000124795	4361	63	60	0.0476190476190476	3	14.446227929374	546.501775341378	61	58	0.0491803278688525	3	13.9876175189177	529.152512632128
ENSG00000199715	102	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000200681	107	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217414	2007	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218976	1314	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137393	5446	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000238458	102	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000207775	97	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217379	466	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000231662	381	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218643	896	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000201523	136	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000226786	794	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000214012	1282	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217314	385	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000200957	105	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000237404	357	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000227116	470	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000228412	2301	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000172201	2344	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229700	486	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000172197	3287	12	12	0	0	3.6507453605111	138.107942820273	12	12	0	0	3.6507453605111	138.107942820273
ENSG00000227803	380	0	0	NA	0	0	0	0	0	NA	0	0	0
